timestamp,num_motos_detectadas,confianca_media
2025-09-24T00:58:18.243688,1,0.34131893515586853
2025-09-24T00:58:19.026474,1,0.25982096791267395
2025-09-24T00:58:19.895221,1,0.3352692127227783
2025-09-24T00:58:21.194019,1,0.3876408040523529
2025-09-24T00:58:23.896116,1,0.4207475781440735
2025-09-24T00:58:25.858039,1,0.39620113372802734
2025-09-24T00:58:28.000893,1,0.3627393841743469
2025-09-24T00:58:29.836136,1,0.4310712218284607
2025-09-24T00:58:30.733674,1,0.454177588224411
2025-09-24T00:58:31.612010,1,0.3760611116886139
2025-09-24T00:58:32.642151,1,0.3639585077762604
2025-09-24T00:58:33.658502,2,0.30256496369838715
2025-09-24T00:58:34.683054,1,0.3849516212940216
2025-09-24T00:58:35.523709,2,0.3706759363412857
2025-09-24T00:58:36.416410,2,0.3540041893720627
2025-09-24T00:58:37.365887,2,0.35539382696151733
2025-09-24T00:58:38.261973,2,0.37308818101882935
2025-09-24T00:58:39.128427,1,0.4081431031227112
2025-09-24T00:58:40.009682,1,0.43564069271087646
2025-09-24T00:58:40.953212,1,0.4063917398452759
2025-09-24T00:58:41.857906,1,0.42281216382980347
2025-09-24T00:58:42.755388,2,0.38648222386837006
2025-09-24T00:58:43.683342,2,0.36279745399951935
2025-09-24T00:58:44.635730,2,0.3798016309738159
2025-09-24T00:58:45.579791,1,0.4667430818080902
2025-09-24T00:58:46.489384,1,0.4409477412700653
2025-09-24T00:58:47.362045,2,0.41014356911182404
2025-09-24T00:58:48.203473,2,0.3307943195104599
2025-09-24T00:58:49.169064,1,0.43037962913513184
2025-09-24T00:58:50.206096,1,0.3982190787792206
2025-09-24T00:58:51.148849,1,0.3514823615550995
2025-09-24T00:58:52.101319,1,0.38872361183166504
2025-09-24T00:58:52.969089,1,0.43188002705574036
2025-09-24T00:58:53.886159,2,0.34997890889644623
2025-09-24T00:58:54.798403,2,0.3424656391143799
2025-09-24T00:58:55.651259,2,0.35647574067115784
2025-09-24T00:58:56.498408,2,0.3614484667778015
2025-09-24T00:58:57.339525,2,0.3444823622703552
2025-09-24T00:58:58.195813,2,0.37026549875736237
2025-09-24T00:58:59.069555,2,0.37648607790470123
2025-09-24T00:58:59.962106,2,0.32427753508090973
2025-09-24T00:59:00.950045,2,0.3657922148704529
2025-09-24T00:59:01.898482,2,0.3648159056901932
2025-09-24T00:59:02.785920,1,0.4064203202724457
2025-09-24T00:59:03.751707,1,0.44801780581474304
2025-09-24T00:59:04.733205,2,0.3737248629331589
2025-09-24T00:59:05.739564,1,0.4414147734642029
2025-09-24T00:59:06.751397,1,0.4069092571735382
2025-09-24T00:59:07.669681,1,0.39266666769981384
2025-09-24T00:59:08.606122,1,0.39422935247421265
2025-09-24T00:59:09.442595,2,0.34415003657341003
2025-09-24T00:59:10.349474,1,0.39068442583084106
2025-09-24T00:59:11.217495,2,0.301109254360199
2025-09-24T00:59:12.071554,2,0.34886641800403595
2025-09-24T00:59:12.921119,3,0.4041161636511485
2025-09-24T00:59:13.748659,3,0.4271664222081502
2025-09-24T00:59:14.622095,3,0.4266285200913747
2025-09-24T00:59:15.496868,2,0.39704376459121704
2025-09-24T00:59:16.390487,2,0.42583028972148895
2025-09-24T00:59:17.305074,2,0.40539146959781647
2025-09-24T00:59:18.192916,3,0.4214050571123759
2025-09-24T00:59:19.081505,3,0.45063188672065735
2025-09-24T00:59:19.933081,3,0.4001167913277944
2025-09-24T00:59:20.845972,3,0.3848548432191213
2025-09-24T00:59:21.848515,3,0.4053835868835449
2025-09-24T00:59:22.815770,2,0.45410850644111633
2025-09-24T00:59:23.722835,2,0.45922254025936127
2025-09-24T00:59:24.570036,3,0.4292374054590861
2025-09-24T00:59:25.455819,3,0.43772098422050476
2025-09-24T00:59:26.339999,3,0.48291702071825665
2025-09-24T00:59:27.960322,3,0.4735933045546214
2025-09-24T00:59:28.999345,3,0.45918580889701843
2025-09-24T00:59:29.720341,3,0.4655587375164032
2025-09-24T00:59:30.536926,3,0.397262970606486
2025-09-24T00:59:31.382749,1,0.49419960379600525
2025-09-24T00:59:32.078494,1,0.5011172294616699
2025-09-24T00:59:32.872211,2,0.48988573253154755
2025-09-24T00:59:33.817015,3,0.43124715487162274
2025-09-24T00:59:34.693119,3,0.4414062996705373
2025-09-24T00:59:35.532446,2,0.4070403426885605
2025-09-24T00:59:36.434955,3,0.38631967703501385
2025-09-24T00:59:37.429375,1,0.44302868843078613
2025-09-24T00:59:38.376869,2,0.3663618564605713
2025-09-24T00:59:39.219981,2,0.43901868164539337
2025-09-24T00:59:40.044108,2,0.4548032134771347
2025-09-24T00:59:40.836491,1,0.4092489182949066
2025-09-24T00:59:41.547108,1,0.29362165927886963
2025-09-24T00:59:42.224294,1,0.3319057524204254
2025-09-24T00:59:42.930532,1,0.5116505026817322
2025-09-24T00:59:43.788472,2,0.4391641616821289
2025-09-24T00:59:44.488404,2,0.47438327968120575
2025-09-24T00:59:45.181380,2,0.459768608212471
2025-09-24T00:59:45.904212,2,0.4602547287940979
2025-09-24T00:59:46.761621,2,0.4635063409805298
2025-09-24T00:59:47.468899,2,0.48261497914791107
2025-09-24T00:59:48.143980,2,0.5087498277425766
2025-09-24T00:59:48.920144,2,0.48541490733623505
2025-09-24T00:59:49.855332,2,0.40476636588573456
2025-09-24T00:59:50.781704,2,0.42126335203647614
2025-09-24T00:59:51.672663,2,0.42064905166625977
2025-09-24T00:59:52.665616,2,0.45678064227104187
2025-09-24T00:59:53.691616,2,0.47761620581150055
2025-09-24T00:59:54.615757,2,0.44585320353507996
2025-09-24T00:59:55.313832,2,0.493136465549469
